station_name,station_geo,capacity,total_activity,count,nearest_station,dateOuverture
Quai Jules Guesde - Saint-Simon,"48.80391,2.40897",30,1053.0,2951,"{'code': 44001, 'codeStr': 44001, 'name': 'Quai Jules Guesde - Saint-Simon', 'dateOuverture': '2019-03-28', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 26, 'nbEDock': 0, 'latitude': '48.79903100000000', 'longitude': '2.41411600000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.79903100000000,2.41411600000000'}",2019-03-28
Les Juilliottes,"48.80431,2.44374",21,4336.0,7866,"{'code': 47002, 'codeStr': 47002, 'name': 'Les Juilliottes', 'dateOuverture': '2019-03-15', 'state': 'Operative', 'nbBike': 7, 'nbEbike': 4, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 9, 'nbEDock': 0, 'latitude': '48.80430720000000', 'longitude': '2.44373620000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.80430720000000,2.44373620000000'}",2019-03-15
Victor Hugo - Ecoles,"48.80476,2.41804",25,5307.0,7866,"{'code': 41402, 'codeStr': 41402, 'name': 'Victor Hugo - Ecoles', 'dateOuverture': '2018-12-20', 'state': 'Operative', 'nbBike': 8, 'nbEbike': 9, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 7, 'nbEDock': 0, 'latitude': '48.80474130000000', 'longitude': '2.41783230000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.80474130000000,2.41783230000000'}",2018-12-20
Amédée Huon - Fort d'Ivry,"48.80513,2.38849",31,6702.0,7866,"{'code': 42018, 'codeStr': 42018, 'name': ""Amédée Huon - Fort d'Ivry"", 'dateOuverture': '2019-02-20', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 29, 'nbEDock': 0, 'latitude': '48.80482400000000', 'longitude': '2.38770300000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.80482400000000,2.38770300000000'}",2019-02-20
Gare de Chaville Rive Gauche,"48.80516,2.18828",18,657.0,7866,"{'code': 23703, 'codeStr': 23703, 'name': 'Gare de Chaville Rive Gauche', 'dateOuverture': '2019-03-28', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 3, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 15, 'nbEDock': 0, 'latitude': '48.80507200000000', 'longitude': '2.18859400000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.80507200000000,2.18859400000000'}",2019-03-28
LCL Campus - Place Oscar Niemeyer,"48.80534,2.36398",37,7569.0,7866,"{'code': 48002, 'codeStr': 48002, 'name': 'Place Oscar Niemeyer', 'dateOuverture': '2019-02-05', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 0, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 34, 'nbEDock': 0, 'latitude': '48.80521600000000', 'longitude': '2.36399700000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.80521600000000,2.36399700000000'}",2019-02-05
Jean Marin Naudin - Stalingrad,"48.80571,2.32020",30,3451.0,7866,,
Paul Doumer - Stalingrad,"48.80652,2.33689",24,5143.0,7866,"{'code': 41101, 'codeStr': 41101, 'name': 'Paul Doumer - Stalingrad', 'dateOuverture': '2018-10-01', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 0, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 22, 'nbEDock': 0, 'latitude': '48.80638000000000', 'longitude': '2.33671000000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.80638000000000,2.33671000000000'}",2018-10-01
Charles Gide - Fort de Bicêtre ,"48.80719,2.35398",30,3918.0,7866,"{'code': 42701, 'codeStr': 42701, 'name': 'Charles Gide - Fort de Bicêtre ', 'dateOuverture': '2018-09-28', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 27, 'nbEDock': 0, 'latitude': '48.80731450000000', 'longitude': '2.35376180000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.80731450000000,2.35376180000000'}",2018-09-28
Val-Fleury,"48.80767,2.24072",23,2289.0,6711,"{'code': 21954, 'codeStr': 21954, 'name': 'Val-Fleury', 'dateOuverture': '2019-10-10', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 10, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 12, 'nbEDock': 0, 'latitude': '48.93726100000000', 'longitude': '2.35954000000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.93726100000000,2.35954000000000'}",2019-10-10
Verdun - Carnot,"48.80844,2.37380",28,9394.0,7866,"{'code': 42028, 'codeStr': 42028, 'name': 'Stalingrad - Ludwig Van Beethoven', 'dateOuverture': '2019-03-28', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 0, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 28, 'nbEDock': 0, 'latitude': '48.80836360000000', 'longitude': '2.37373990000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.80836360000000,2.37373990000000'}",2019-03-28
Hôtel de Ville de Chaville,"48.80887,2.18813",20,1066.0,7866,"{'code': 23702, 'codeStr': 23702, 'name': 'Hôtel de Ville', 'dateOuverture': '2019-03-28', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 16, 'nbEDock': 0, 'latitude': '48.80937500000000', 'longitude': '2.18871300000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.80937500000000,2.18871300000000'}",2019-03-28
11 Novembre 1918 - 8 Mai 1945,"48.80890,2.53824",36,133.0,7866,"{'code': 45003, 'codeStr': 45003, 'name': '11 Novembre 1918 - 8 Mai 1945', 'dateOuverture': '2019-03-28', 'state': 'Operative', 'nbBike': 13, 'nbEbike': 7, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 16, 'nbEDock': 0, 'latitude': '48.80891190000000', 'longitude': '2.53871240000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.80891190000000,2.53871240000000'}",2019-03-28
Gare de Laplace,"48.80893,2.33495",43,4378.0,7866,"{'code': 41102, 'codeStr': 41102, 'name': 'Gare de Laplace', 'dateOuverture': '2018-07-30', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 0, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 41, 'nbEDock': 0, 'latitude': '48.80880000000000', 'longitude': '2.33468900000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.80880000000000,2.33468900000000'}",2018-07-30
Stade Auguste Delaune,"48.80896,2.43452",21,5402.0,7866,"{'code': 47004, 'codeStr': 47004, 'name': 'Maison-Alfort - Stade', 'dateOuverture': '2018-01-11', 'state': 'Operative', 'nbBike': 15, 'nbEbike': 4, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 2, 'nbEDock': 0, 'latitude': '48.80926584495530', 'longitude': '2.43409998714924', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.80926584495530,2.43409998714924'}",2018-01-11
Raspail - Manufacture des Oeillets,"48.80945,2.39030",32,7959.0,7866,"{'code': 42021, 'codeStr': 42021, 'name': 'Raspail-Manufacture-des-Oeillets', 'dateOuverture': '2018-12-06', 'state': 'Operative', 'nbBike': 11, 'nbEbike': 6, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 14, 'nbEDock': 0, 'latitude': '48.80944580000000', 'longitude': '2.39030090000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.80944580000000,2.39030090000000'}",2018-12-06
Fontainebleau - Edmond Michelet,"48.80956,2.36269",45,8572.0,7866,"{'code': 42703, 'codeStr': 42703, 'name': 'Fontainebleau - Edmond Michelet', 'dateOuverture': '2018-03-27', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 4, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 40, 'nbEDock': 0, 'latitude': '48.80926893618393', 'longitude': '2.36273176968098', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.80926893618393,2.36273176968098'}",2018-03-27
Charentonneau - Maisons Alfort,"48.80993,2.44329",20,4011.0,7866,"{'code': 47003, 'codeStr': 47003, 'name': 'Charentonneau ', 'dateOuverture': '2018-03-29', 'state': 'Operative', 'nbBike': 10, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 7, 'nbEDock': 0, 'latitude': '48.80995275543287', 'longitude': '2.44346726685762', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.80995275543287,2.44346726685762'}",2018-03-29
Les Planètes ,"48.80998,2.45809",16,2071.0,7866,"{'code': 47008, 'codeStr': 47008, 'name': 'Les Planètes', 'dateOuverture': '2025-02-14', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 0, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 1, 'nbEDock': 0, 'latitude': '48.80929410761000', 'longitude': '2.45962719737840', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.80929410761000,2.45962719737840'}",2025-02-14
Raspail - Albert Schweitzer,"48.81032,2.34396",28,4042.0,7866,"{'code': 42501, 'codeStr': 42501, 'name': 'Raspail - Albert Schweitzer', 'dateOuverture': '2018-04-11', 'state': 'Operative', 'nbBike': 4, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 21, 'nbEDock': 0, 'latitude': '48.81031545000000', 'longitude': '2.34395871000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.81031545000000,2.34395871000000'}",2018-04-11
Place de la vache noire,"48.81041,2.32706",25,7917.0,7866,"{'code': 41103, 'codeStr': 41103, 'name': 'Place de la vache noir', 'dateOuverture': '2018-03-08', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 22, 'nbEDock': 0, 'latitude': '48.81037140000000', 'longitude': '2.32661000000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.81037140000000,2.32661000000000'}",2018-03-08
Mairie d'Ivry-sur-Seine,"48.81057,2.38428",53,10014.0,7866,"{'code': 42010, 'codeStr': 42010, 'name': 'Mairie Ivry-sûr-Seine ', 'dateOuverture': '2018-03-27', 'state': 'Operative', 'nbBike': 15, 'nbEbike': 14, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 24, 'nbEDock': 0, 'latitude': '48.81080856515720', 'longitude': '2.38394133746624', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.81080856515720,2.38394133746624'}",2018-03-27
Molière - République,"48.81112,2.31457",30,8416.0,7866,"{'code': 21209, 'codeStr': 21209, 'name': 'Molière - République', 'dateOuverture': '2018-07-06', 'state': 'Operative', 'nbBike': 4, 'nbEbike': 8, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 18, 'nbEDock': 0, 'latitude': '48.81117460000000', 'longitude': '2.31447980000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.81117460000000,2.31447980000000'}",2018-07-06
Lampes,"48.81152,2.40179",43,6604.0,7866,"{'code': 42019, 'codeStr': 42019, 'name': 'Lampes', 'dateOuverture': '2019-02-20', 'state': 'Operative', 'nbBike': 30, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 12, 'nbEDock': 0, 'latitude': '48.81268500000000', 'longitude': '2.40088100000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.81268500000000,2.40088100000000'}",2019-02-20
Marne - Germain Dardan,"48.81154,2.30307",22,7509.0,7866,"{'code': 21212, 'codeStr': 21212, 'name': 'Marne-Germain Dardan', 'dateOuverture': '2018-11-22', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 0, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 21, 'nbEDock': 0, 'latitude': '48.81209400000000', 'longitude': '2.30327640000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.81209400000000,2.30327640000000'}",2018-11-22
Mairie du Kremlin-Bicêtre,"48.81192,2.35702",25,6129.0,7866,"{'code': 42704, 'codeStr': 42704, 'name': 'Mairie', 'dateOuverture': '2018-03-14', 'state': 'Operative', 'nbBike': 2, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 20, 'nbEDock': 0, 'latitude': '48.81191981537702', 'longitude': '2.35701899975538', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.81191981537702,2.35701899975538'}",2018-03-14
Place Jules Ferry,"48.81211,2.32584",28,5930.0,7866,"{'code': 21203, 'codeStr': 21203, 'name': 'Place Jules Ferry', 'dateOuverture': '2018-08-06', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 3, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 24, 'nbEDock': 0, 'latitude': '48.81220286782548', 'longitude': '2.32599187642336', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.81220286782548,2.32599187642336'}",2018-08-06
Place Jean-Baptiste Clément,"48.81240,2.36171",25,8228.0,7866,"{'code': 42707, 'codeStr': 42707, 'name': 'Place Jean-Baptiste Clément', 'dateOuverture': '2018-03-27', 'state': 'Operative', 'nbBike': 2, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 21, 'nbEDock': 0, 'latitude': '48.81251837448261', 'longitude': '2.36145906150341', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.81251837448261,2.36145906150341'}",2018-03-27
Parvis Robert Schuman - Roger Salengro,"48.81266,2.19218",24,908.0,7866,"{'code': 23701, 'codeStr': 23701, 'name': 'Parvis Robert Schuman - Roger Salengro', 'dateOuverture': '2019-03-28', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 4, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 20, 'nbEDock': 0, 'latitude': '48.81298700000000', 'longitude': '2.19227600000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.81298700000000,2.19227600000000'}",2019-03-28
Vladimir Ilitch Lénine - Andrée Chedid,"48.81320,2.33215",31,4882.0,7866,"{'code': 42503, 'codeStr': 42503, 'name': 'Vladimir Ilitch Lénine - Andrée Chedid', 'dateOuverture': '2019-03-28', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 28, 'nbEDock': 0, 'latitude': '48.81319949999904', 'longitude': '2.33214586973190', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.81319949999904,2.33214586973190'}",2019-03-28
Arthur Auger - Jean Jaurès,"48.81374,2.30693",26,3924.0,7866,"{'code': 21205, 'codeStr': 21205, 'name': 'Arthur Auger - Jean Jaurès', 'dateOuverture': '2018-03-29', 'state': 'Operative', 'nbBike': 2, 'nbEbike': 3, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 20, 'nbEDock': 0, 'latitude': '48.81372275707675', 'longitude': '2.30724558234215', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.81372275707675,2.30724558234215'}",2018-03-29
Hôtel de Ville de Champigny sur Marne,"48.81381,2.50968",21,1303.0,7866,"{'code': 45001, 'codeStr': 45001, 'name': 'Hôtel de Ville ', 'dateOuverture': '2019-03-13', 'state': 'Operative', 'nbBike': 10, 'nbEbike': 7, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 3, 'nbEDock': 0, 'latitude': '48.81387890000000', 'longitude': '2.51014370000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.81387890000000,2.51014370000000'}",2019-03-13
Gare de Clamart,"48.81384,2.27228",14,3910.0,7866,"{'code': 21404, 'codeStr': 21404, 'name': 'Jean Jaurès - Gare de Clamart', 'dateOuverture': '2024-03-07', 'state': 'Operative', 'nbBike': 2, 'nbEbike': 3, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 15, 'nbEDock': 0, 'latitude': '48.81321981219000', 'longitude': '2.27167680791630', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.81321981219000,2.27167680791630'}",2024-03-07
Gare RER - Maurice Grandcoing,"48.81388,2.39243",37,5902.0,7866,"{'code': 42022, 'codeStr': 42022, 'name': 'Gare RER - Maurice Grandcoing', 'dateOuverture': '2018-12-27', 'state': 'Operative', 'nbBike': 20, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 15, 'nbEDock': 0, 'latitude': '48.81388100000000', 'longitude': '2.39242900000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.81388100000000,2.39242900000000'}",2018-12-27
Place Marcel Cachin,"48.81411,2.39091",32,5880.0,7866,"{'code': 42014, 'codeStr': 42014, 'name': 'Place Marcel Cachin', 'dateOuverture': '2018-06-01', 'state': 'Operative', 'nbBike': 9, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 22, 'nbEDock': 0, 'latitude': '48.81396053918452', 'longitude': '2.39062372595072', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.81396053918452,2.39062372595072'}",2018-06-01
Henri Barbusse - Stalingrad,"48.81418,2.28729",16,4707.0,7866,"{'code': 22409, 'codeStr': 22409, 'name': 'Henri Barbusse - Stalingrad', 'dateOuverture': '2018-10-02', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 4, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 11, 'nbEDock': 0, 'latitude': '48.81458071023884', 'longitude': '2.28753000497818', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.81458071023884,2.28753000497818'}",2018-10-02
Gare RER de Gentilly,"48.81428,2.34103",30,4550.0,7866,"{'code': 42504, 'codeStr': 42504, 'name': 'Gare RER', 'dateOuverture': '2018-08-06', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 27, 'nbEDock': 0, 'latitude': '48.81444000000000', 'longitude': '2.34107000000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.81444000000000,2.34107000000000'}",2018-08-06
Roger Salengro - Fontainebleau,"48.81455,2.36117",25,7346.0,7866,"{'code': 33020, 'codeStr': 33020, 'name': 'Waldeck Rochet - Germaine Tillon', 'dateOuverture': '2019-10-10', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 3, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 27, 'nbEDock': 0, 'latitude': '48.81468200000000', 'longitude': '2.36138900000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.81468200000000,2.36138900000000'}",2019-10-10
 Place Léon Gambetta,"48.81461,2.40293",26,5224.0,7866,"{'code': 42030, 'codeStr': 42030, 'name': 'Stéphanie Bouvard - Gambetta', 'dateOuverture': '2022-11-03', 'state': 'Operative', 'nbBike': 7, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 21, 'nbEDock': 0, 'latitude': '48.81454813885600', 'longitude': '2.40243869572880', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.81454813885600,2.40243869572880'}",2022-11-03
Place de l'Insurrection d'Août 1944 ,"48.81478,2.39807",30,8740.0,7866,"{'code': 42003, 'codeStr': 42003, 'name': ""Place de l'Insurrection d'Août 1944 "", 'dateOuverture': '2018-01-23', 'state': 'Operative', 'nbBike': 9, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 20, 'nbEDock': 0, 'latitude': '48.81477290000000', 'longitude': '2.39821120000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.81477290000000,2.39821120000000'}",2018-01-23
Ecole Vétérinaire,"48.81489,2.42244",36,6646.0,7866,"{'code': 47005, 'codeStr': 47005, 'name': 'Ecole Vétérinaire', 'dateOuverture': '2019-08-19', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 33, 'nbEDock': 0, 'latitude': '48.81473437194140', 'longitude': '2.42231670767069', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.81473437194140,2.42231670767069'}",2019-08-19
Vanne - Général de Gaulle,"48.81501,2.32832",25,924.0,2385,"{'code': 21213, 'codeStr': 21213, 'name': 'Vanne - Général de Gaulle', 'dateOuverture': '2019-02-11', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 24, 'nbEDock': 0, 'latitude': '48.81500700000000', 'longitude': '2.32831800000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.81500700000000,2.32831800000000'}",2019-02-11
Marne - Charles de Gaulle,"48.81507,2.41217",27,8290.0,7866,"{'code': 41401, 'codeStr': 41401, 'name': 'Marne - Charles de Gaulle', 'dateOuverture': '2019-02-07', 'state': 'Operative', 'nbBike': 4, 'nbEbike': 3, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 20, 'nbEDock': 0, 'latitude': '48.81535100000000', 'longitude': '2.41220000000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.81535100000000,2.41220000000000'}",2019-02-07
Place Mongolfier,"48.81516,2.45929",39,3878.0,7866,"{'code': 44101, 'codeStr': 44101, 'name': 'Saint-Maurice', 'dateOuverture': '2018-09-03', 'state': 'Operative', 'nbBike': 18, 'nbEbike': 0, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 21, 'nbEDock': 0, 'latitude': '48.81517945835300', 'longitude': '2.45921149849892', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.81517945835300,2.45921149849892'}",2018-09-03
Guy Môquet - Etienne Dolet,"48.81527,2.29808",23,6408.0,7866,"{'code': 22406, 'codeStr': 22406, 'name': 'Guy Môquet - Etienne Dolet ', 'dateOuverture': '2018-01-23', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 5, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 18, 'nbEDock': 0, 'latitude': '48.81525695067257', 'longitude': '2.29800503700972', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.81525695067257,2.29800503700972'}",2018-01-23
Estienne d'Orves - Henri Ginoux,"48.81539,2.32089",31,5118.0,7866,"{'code': 21204, 'codeStr': 21204, 'name': ""Estienne d'Orves - Henri Ginoux"", 'dateOuverture': '2018-03-29', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 27, 'nbEDock': 0, 'latitude': '48.81538822039727', 'longitude': '2.32088679076093', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.81538822039727,2.32088679076093'}",2018-03-29
Verdier - République,"48.81540,2.31739",29,6646.0,7866,"{'code': 21207, 'codeStr': 21207, 'name': 'Verdier - République', 'dateOuverture': '2018-04-06', 'state': 'Operative', 'nbBike': 2, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 25, 'nbEDock': 2, 'latitude': '48.81546447937147', 'longitude': '2.31716707348824', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.81546447937147,2.31716707348824'}",2018-04-06
Barbès - Monique Maunoury,"48.81553,2.36872",40,8381.0,7866,"{'code': 42026, 'codeStr': 42026, 'name': 'Verdun - Belle Croix', 'dateOuverture': '2019-03-28', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 3, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 36, 'nbEDock': 0, 'latitude': '48.81467040000000', 'longitude': '2.36953170000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.81467040000000,2.36953170000000'}",2019-03-28
Charles Frérot - Albert Guilpin,"48.81558,2.35050",30,7969.0,7866,"{'code': 42505, 'codeStr': 42505, 'name': 'Charles Frérot - Albert Guilpin', 'dateOuverture': '2018-01-30', 'state': 'Operative', 'nbBike': 13, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 15, 'nbEDock': 0, 'latitude': '48.81571210000000', 'longitude': '2.35048680000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.81571210000000,2.35048680000000'}",2018-01-30
